gen_id,username,body,points,children,parents,date,date_retrieved,video_name,video_number,video_upload_time
7fadff0cb1c60a16b262bf21b6b7e8bbcdfb73cb1c0706e7d3bc90bf1d30a986,bart,"WE ZIJN ER BIJNA, WE ZIJN ER BIJNA, MAAR NOG NIET HELEMAAL !",0,,,2021-06-18 22:48:08,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
0b4f25bab3fa41470e586b2e3d017fe208ca29d5fce609eec2b7f43c5a05d5c5,Jet,"Over medisch manipulatie gesproken , deze kan het ook niet meer navertellen .",0,,,2021-06-18 22:43:16,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
3e16f39da717b9bbc8acb40d28f93356986157a9b355690b3812f22d94d1172b,Petruss.Aureus,"Ohh ja Robert, tijd, geschiedenis, hoort tot een  voortscheidende vorming van het geheel... en in feite zal geen enkele gebeurtenis of tijdsbeeld ooit weer terugkomen. Klaus heeft in feite gelijk dat je voortleeft in een keten van gebeurtenissen in de tijd en dat het verleden nooit terugkeert... We zullen het genoegen moeten nemen met ons aller toekomst, wat die ook brengt. Een toekomst waar jij gelijk aan Klaus een visie op mag hebben.",0,,,2021-06-18 22:42:08,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
2040b1137f54076443f06629e9d5e4ba2ad5dde012bb4c8dfbc0c28030ae0921,Elise,"Waarom mensen het niet zien? Antwoordt van mijn dochter:  Deze mensen zijn zo gewend om naar de buitenwereld te kijken, waardoor ze vergeten of minder naar hun innerlijke stem/gevoel te luisteren.Wilma zit in Plato's grot.",0,,,2021-06-18 22:40:02,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
47a3c8ea3f22e7927edf0596e95f32f759e6c31951ee0036197a6a55a49d5e41,Antonio Collenzo,Jezus en zijn apostelen zijn nog steeds in de kamer waar hij zojuist het Avondmaal heeft ingesteld. Hij moedigt ze aan met de woorden: ‘Wees niet ongerust. Vertrouw op God en vertrouw ook op mij’ (Johannes 13:36; 14:1).,0,,,2021-06-18 22:39:28,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
e914c78747fcb559779da8045b417c99f1f9f14164be16500a5852d8f6445b4b,Rob Hage,Niet de 1st vandaag,0,,,2021-06-18 22:39:25,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
f5db1780305527af2fe3fb1fcbe88b5588babe2da24eeddb0162b3b4a4c4d132,Laplasse,Walgelijke hackersapen blokkeren altijd m'n Jensen Shows! Dat is al maanden zo. Provider en politie doen niks. Ben teneinde raad. Iemand een idee aub?,0,,,2021-06-18 22:39:13,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
7dadd53436aec734f5b2f168fb097ab67457acd4dbe64aa54ed4a66514272bd3,John,"Wilma, vraag je wel eens WAAROM ?",0,,,2021-06-18 22:31:38,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
a9750eff97eb4ba3385d425b1adcd4e26475f6ada5627097d8db6dbead413c14,Petruss.Aureus,"Mensen die misleid zijn zitten niet fout, de mensen die ze misleid hebben zijn fout... en maken misbruik van naïef vertrouwen.",0,,,2021-06-18 22:24:39,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
773bff04fb052729b43cdce7a042f7cc59dac867ed7eefdfb167297655aeba82,Antonio Collenzo,"Openbaring 13:16-18Het getal 666 verklaardVerder liet het bij alle mensen, jong en oud, rijk en arm, slaaf en vrije een merkteken zetten op hun rechterhand of op hun voorhoofd.Alleen mensen met dat teken – dat wil zeggen de naam van het beest of het getal van die naam – konden iets kopen of verkopen.Hier komt het aan op wijsheid.Laat ieder die inzicht heeft het getal van het beest ontcijferen; er wordt een mens mee aangeduid.Het getal is zeshonderdzesenzestig.",0,,,2021-06-18 22:21:59,2021-06-18 22:09:14,ONEINDIGE DOMHEID - DE JENSEN SHOW ,356,2021-06-18 14:35:51
